ImgPath,label,leftelbow,lefthip,leftknee,rightelbow,righthip,rightknee
Archive/Train Data/Dataset6/4/1_163.jpg,4,149.2360188,134.5314866,163.2006507,169.1872025,127.7042721,150.4534091
Archive/Train Data/Dataset6/4/0_370.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/2_35.jpg,4,138.8524321,142.2423176,51.81069574,133.2740904,96.78808646,37.71849445
Archive/Train Data/Dataset6/4/1_188.jpg,4,112.3660621,135.5770022,151.8879018,123.474637,137.3431157,169.5324717
Archive/Train Data/Dataset6/4/162.jpg,4,157.1858028,46.60390821,178.0849728,42.07390018,143.3442613,135.4360159
Archive/Train Data/Dataset6/4/176.jpg,4,90.5596248,158.6413186,71.43163466,68.16519841,151.5201979,42.16424921
Archive/Train Data/Dataset6/4/3_0_98.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/88.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/610.jpg,4,117.4809483,142.0134553,144.6434168,120.8256842,150.3426885,161.8121526
Archive/Train Data/Dataset6/4/1_349.jpg,4,117.4809483,142.0134553,144.6434168,120.8256842,150.3426885,161.8121526
Archive/Train Data/Dataset6/4/1_70.jpg,4,105.9256343,129.4171161,74.3440257,145.9176348,101.6544337,55.48699973
Archive/Train Data/Dataset6/4/1_64.jpg,4,143.7487435,112.2968493,166.3064918,163.1232898,121.0946656,143.3728046
Archive/Train Data/Dataset6/4/0_166.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/1_375.jpg,4,153.4495566,156.716335,175.3583796,82.33511223,168.176703,172.7669139
Archive/Train Data/Dataset6/4/1_58.jpg,4,123.1564825,97.28509554,31.67726973,160.443612,97.27183557,100.533083
Archive/Train Data/Dataset6/4/0_199.jpg,4,131.9418626,105.8218672,119.4490484,110.1366429,129.28146,101.0719925
Archive/Train Data/Dataset6/4/0_9.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/348.jpg,4,94.54434968,174.167704,177.5816395,69.57220011,169.6828993,144.8190557
Archive/Train Data/Dataset6/4/2_0_292.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/360.jpg,4,157.1057009,149.9143273,149.7697611,141.5519106,163.8392667,152.1272825
Archive/Train Data/Dataset6/4/2_275.jpg,4,112.3667299,92.53180083,53.68266595,160.1593687,86.25619597,33.38974239
Archive/Train Data/Dataset6/4/3_0_193.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/406.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/412.jpg,4,143.556825,163.0813242,133.6544884,163.4223888,156.0628306,126.6577867
Archive/Train Data/Dataset6/4/3_75.jpg,4,155.4500068,132.3357801,154.7308326,132.6648016,125.2180961,152.5953399
Archive/Train Data/Dataset6/4/599.jpg,4,148.5920262,123.0746669,162.3551987,129.1934981,110.3430659,165.0790936
Archive/Train Data/Dataset6/4/4_68.jpg,4,162.0963752,175.8452763,40.61052749,117.8834569,119.5147082,14.22005079
Archive/Train Data/Dataset6/4/1_229.jpg,4,148.8547411,114.5166676,141.6290495,159.8919605,114.9697419,116.7108022
Archive/Train Data/Dataset6/4/1_201.jpg,4,72.85852116,143.0907977,12.94766778,133.645328,135.4524696,135.9017549
Archive/Train Data/Dataset6/4/1_215.jpg,4,135.0244024,16.41967169,40.59386799,155.6690331,16.64278945,60.27518761
Archive/Train Data/Dataset6/4/228.jpg,4,106.7539339,166.6488025,171.0964493,100.1809742,153.9113023,166.6502857
Archive/Train Data/Dataset6/4/2_329.jpg,4,110.4491072,129.553286,40.27313634,90.72089945,84.85519272,29.71956074
Archive/Train Data/Dataset6/4/214.jpg,4,142.4713678,146.0093006,132.6557464,119.9137328,56.70776365,24.1791797
Archive/Train Data/Dataset6/4/3_112.jpg,4,138.3961163,136.8720112,44.88976407,137.0916634,152.2285485,53.22810033
Archive/Train Data/Dataset6/4/4_83.jpg,4,154.0666287,144.6407662,149.4083871,159.9367951,128.1259811,120.4943096
Archive/Train Data/Dataset6/4/572.jpg,4,157.4200748,25.5749907,24.85558044,113.8860988,26.07176263,27.48435925
Archive/Train Data/Dataset6/4/566.jpg,4,146.8847297,153.6019391,171.2569397,138.3981949,148.407399,178.6118963
Archive/Train Data/Dataset6/4/4_97.jpg,4,178.7297925,157.3989927,42.48474253,147.2080973,157.4492003,40.31555866
Archive/Train Data/Dataset6/4/200.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/0_18.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/1_0_463.jpg,4,115.7376815,92.21830726,119.9856185,64.13417759,160.0560247,162.4109188
Archive/Train Data/Dataset6/4/0_238.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/5_369.jpg,4,128.26303,167.8454825,63.50302342,122.4916339,122.8656379,23.83726317
Archive/Train Data/Dataset6/4/4_146.jpg,4,159.9321814,139.9656889,51.60593565,106.1792978,138.5497078,41.58383348
Archive/Train Data/Dataset6/4/3_310.jpg,4,170.4160454,127.383517,160.8271081,139.3992101,116.880377,157.020392
Archive/Train Data/Dataset6/4/2_117.jpg,4,129.0968109,83.53177026,40.08045842,99.55763587,91.06210593,30.1911662
Archive/Train Data/Dataset6/4/3_305.jpg,4,127.0239229,108.4377326,167.6614078,164.5352624,121.4555286,143.7732052
Archive/Train Data/Dataset6/4/4_184.jpg,4,165.437405,136.9695855,39.33731965,143.7327606,164.3470023,45.33141293
Archive/Train Data/Dataset6/4/3_477.jpg,4,164.7158613,113.3274944,144.9636665,128.0918151,108.672434,163.7801776
Archive/Train Data/Dataset6/4/3_311.jpg,4,157.1822178,121.6809304,150.4228389,136.9891804,114.4473158,149.4115638
Archive/Train Data/Dataset6/4/0_205.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/4_147.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/0_31.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/0_25.jpg,4,102.632773,126.1922612,153.886998,169.8408122,48.703961,168.6697508
Archive/Train Data/Dataset6/4/5_426.jpg,4,145.8483978,161.5064284,82.83577951,157.9223242,109.3233213,34.46082924
Archive/Train Data/Dataset6/4/1_0_476.jpg,4,155.7228352,124.0786069,162.9322635,137.110615,130.391491,158.1448346
Archive/Train Data/Dataset6/4/0_19.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/4_96.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/567.jpg,4,151.9866789,100.3007388,158.0741178,142.8595634,154.1440098,174.4429048
Archive/Train Data/Dataset6/4/201.jpg,4,74.53013132,164.8729652,137.8415752,98.67037733,145.4542916,126.2812271
Archive/Train Data/Dataset6/4/2_314.jpg,4,124.9199445,142.0287688,172.1339985,164.3229712,115.4141833,170.1907843
Archive/Train Data/Dataset6/4/3_107.jpg,4,158.1388397,143.6101514,162.1604152,170.5910019,138.6139581,168.6878547
Archive/Train Data/Dataset6/4/3_113.jpg,4,155.140447,127.501955,167.8717724,137.821386,121.4842592,156.5657522
Archive/Train Data/Dataset6/4/5_0_368.jpg,4,117.2662302,158.2521902,88.67934113,158.6525054,127.3107098,66.87559907
Archive/Train Data/Dataset6/4/215.jpg,4,142.206132,129.7411169,164.405984,107.8774875,124.3191403,144.7114106
Archive/Train Data/Dataset6/4/573.jpg,4,166.8518707,152.0212616,164.0336885,166.2362742,127.5184892,143.1426736
Archive/Train Data/Dataset6/4/4_82.jpg,4,161.6777007,120.1629238,70.43200996,169.5448466,143.7701132,24.3260981
Archive/Train Data/Dataset6/4/2_466.jpg,4,109.7636939,106.4844592,63.40377275,80.13348474,159.7288908,124.0354185
Archive/Train Data/Dataset6/4/2_328.jpg,4,156.6559544,172.7835614,162.7756694,126.8812446,171.7055012,149.5118384
Archive/Train Data/Dataset6/4/229.jpg,4,91.05131078,139.5237451,167.6802621,90.58880407,58.05565648,61.28420793
Archive/Train Data/Dataset6/4/4_55.jpg,4,122.0936167,133.3249489,30.69050084,156.797075,160.7698332,40.47714257
Archive/Train Data/Dataset6/4/1_200.jpg,4,69.60803942,131.171357,44.08409468,96.85982935,122.800468,41.07150296
Archive/Train Data/Dataset6/4/4_41.jpg,4,101.7531895,96.54865145,103.4327198,158.1191449,102.7381872,112.5525894
Archive/Train Data/Dataset6/4/4_69.jpg,4,103.7515997,119.7611721,34.43975241,109.1959558,161.6915962,49.36501754
Archive/Train Data/Dataset6/4/598.jpg,4,141.9552655,90.52578412,171.1818983,138.840432,110.8998375,46.63939337
Archive/Train Data/Dataset6/4/3_60.jpg,4,178.4601768,135.5214161,89.68140341,178.5429802,127.4944917,63.8525065
Archive/Train Data/Dataset6/4/413.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/2_260.jpg,4,133.1661007,100.4738069,129.8551258,142.0422841,115.0873975,163.4929169
Archive/Train Data/Dataset6/4/2_274.jpg,4,105.7803428,144.7307983,171.3310197,122.9780031,116.8666229,175.5334242
Archive/Train Data/Dataset6/4/361.jpg,4,102.428542,127.8182347,166.5019736,131.0384851,87.1646264,165.039721
Archive/Train Data/Dataset6/4/407.jpg,4,159.3497112,154.6123047,152.3721939,100.4656495,148.0338417,152.2745824
Archive/Train Data/Dataset6/4/349.jpg,4,162.5708442,106.5743188,163.7767326,153.9973961,108.1571181,141.0216876
Archive/Train Data/Dataset6/4/0_198.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/1_360.jpg,4,171.9159719,156.0692092,171.8355846,133.8702104,145.5777776,176.0585559
Archive/Train Data/Dataset6/4/1_374.jpg,4,161.3475598,109.2923244,153.9935057,158.0442037,121.8078214,137.478748
Archive/Train Data/Dataset6/4/0_601.jpg,4,132.9623491,40.82279044,44.78737142,124.9639733,57.67414447,80.36491168
Archive/Train Data/Dataset6/4/1_65.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/1_348.jpg,4,145.0468786,146.9987861,170.5117411,130.6532005,137.4392122,178.657541
Archive/Train Data/Dataset6/4/3_271.jpg,4,163.7257849,142.2684435,160.717648,153.4778277,139.7911573,156.8603587
Archive/Train Data/Dataset6/4/1_0_35.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/177.jpg,4,136.0374422,46.21898438,133.2582612,152.6750793,32.85242854,77.09596888
Archive/Train Data/Dataset6/4/89.jpg,4,109.9329221,141.8497994,167.5813841,114.929751,50.23677289,153.4107459
Archive/Train Data/Dataset6/4/605.jpg,4,154.9082452,156.6792075,163.3835427,168.8908672,151.1275102,171.089843
Archive/Train Data/Dataset6/4/163.jpg,4,136.339816,150.852023,172.5963847,150.4658072,151.536871,173.2846893
Archive/Train Data/Dataset6/4/3_0_390.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/1_189.jpg,4,171.9503397,151.138572,147.4694007,163.9041571,134.0886887,152.0622436
Archive/Train Data/Dataset6/4/2_34.jpg,4,153.5450123,131.9491295,93.72798983,156.7845173,84.84810242,30.36544967
Archive/Train Data/Dataset6/4/1_604.jpg,4,149.845235,141.3945177,130.552365,148.036796,110.1608611,50.42181911
Archive/Train Data/Dataset6/4/0_403.jpg,4,149.845235,141.3945177,130.552365,148.036796,110.1608611,50.42181911
Archive/Train Data/Dataset6/4/2_20.jpg,4,129.2996839,39.17341346,56.1835091,108.1707056,23.97043453,143.4702676
Archive/Train Data/Dataset6/4/0_365.jpg,4,129.3629143,116.6260715,110.9825241,150.2923889,25.08349966,52.29190598
Archive/Train Data/Dataset6/4/76.jpg,4,97.94223566,171.7092705,178.1090346,113.3364409,158.8589005,161.8839648
Archive/Train Data/Dataset6/4/62.jpg,4,150.1344909,121.353093,171.8667713,144.0411882,74.48283488,172.1961974
Archive/Train Data/Dataset6/4/1_0_266.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/0_429.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/74.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/3_0_64.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/1_0_514.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/60.jpg,4,73.87623617,128.42959,97.63710891,89.99162633,159.5185588,110.3970785
Archive/Train Data/Dataset6/4/48.jpg,4,138.6626901,165.3985063,158.5474568,162.324248,158.7162219,144.1699394
Archive/Train Data/Dataset6/4/3_0_423.jpg,4,167.3142041,148.5800689,168.650498,149.4422086,127.5422426,166.9710013
Archive/Train Data/Dataset6/4/0_415.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/1_174.jpg,4,172.1161432,122.3254024,78.01228589,142.8655247,116.7937739,136.4425512
Archive/Train Data/Dataset6/4/2_22.jpg,4,148.57459,115.5321239,175.7130352,83.04090137,105.2176621,30.58843253
Archive/Train Data/Dataset6/4/149.jpg,4,134.441469,52.94823195,101.9425877,98.72365857,50.32438825,74.36707222
Archive/Train Data/Dataset6/4/2_8.jpg,4,110.2525423,24.24683068,102.8541768,66.19415497,25.83856763,101.0948073
Archive/Train Data/Dataset6/4/613.jpg,4,144.4465175,157.000618,130.9945242,167.0428278,131.8164246,136.5528456
Archive/Train Data/Dataset6/4/175.jpg,4,137.8382093,51.80028168,52.53301748,122.5226163,52.62104732,49.5593912
Archive/Train Data/Dataset6/4/1_0_23.jpg,4,158.2553091,125.0018011,157.0518748,134.9305801,121.8216079,162.7156338
Archive/Train Data/Dataset6/4/161.jpg,4,81.02061966,52.22877629,59.04235533,137.4530422,45.34943748,65.98663448
Archive/Train Data/Dataset6/4/607.jpg,4,170.8733792,166.1697785,142.4999891,171.8180252,153.5131337,170.36452
Archive/Train Data/Dataset6/4/388.jpg,4,139.4611835,174.5586777,167.7165108,157.3792215,162.2984395,155.9265558
Archive/Train Data/Dataset6/4/1_67.jpg,4,142.3851195,118.0744222,167.297113,152.1662727,118.8709392,168.5176371
Archive/Train Data/Dataset6/4/0_159.jpg,4,93.222024,151.0517975,157.6297256,76.80896751,158.4138895,158.7972722
Archive/Train Data/Dataset6/4/0_171.jpg,4,78.09178806,134.0307696,178.6066044,96.46635527,171.9674115,175.9584567
Archive/Train Data/Dataset6/4/1_362.jpg,4,147.2693929,150.1961213,39.40788997,160.7442417,147.7096544,63.28538927
Archive/Train Data/Dataset6/4/1_404.jpg,4,123.2163588,112.972809,43.12752957,170.1265973,92.63413441,28.01864794
Archive/Train Data/Dataset6/4/1_410.jpg,4,85.81277114,143.7602913,160.2734886,129.5132638,141.1950089,148.9356547
Archive/Train Data/Dataset6/4/0_603.jpg,4,90.11331967,142.019239,168.8909685,124.7823965,90.07202033,139.3172523
Archive/Train Data/Dataset6/4/1_376.jpg,4,72.90234606,148.5915089,162.5802379,62.33126521,140.9010505,169.3115703
Archive/Train Data/Dataset6/4/439.jpg,4,73.0176662,159.5768486,163.5933731,98.6602857,178.1407664,169.5756013
Archive/Train Data/Dataset6/4/2_262.jpg,4,151.5722036,123.9320007,83.67151286,136.3284105,122.0597245,91.00036055
Archive/Train Data/Dataset6/4/377.jpg,4,132.0854379,46.3063931,57.24322234,117.4464953,46.38372369,56.93667589
Archive/Train Data/Dataset6/4/411.jpg,4,118.1460771,174.1876625,174.5805808,173.2021653,89.28761397,163.4839331
Archive/Train Data/Dataset6/4/1_98.jpg,4,155.5713826,124.5204553,171.7984151,168.419839,121.0990618,161.2315751
Archive/Train Data/Dataset6/4/405.jpg,4,149.9577725,158.4445601,123.4940881,128.7521983,167.7920464,106.7035205
Archive/Train Data/Dataset6/4/363.jpg,4,119.1598421,38.34532686,51.42934741,130.9306683,37.80389046,46.32825144
Archive/Train Data/Dataset6/4/1_0_104.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/3_76.jpg,4,161.1374284,122.3727182,169.5554604,171.3574889,127.1876034,162.8615737
Archive/Train Data/Dataset6/4/1_216.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/1_564.jpg,4,167.8023259,103.8929848,46.76857833,122.7464374,76.51394197,31.18287805
Archive/Train Data/Dataset6/4/1_202.jpg,4,105.0799523,136.9118662,121.4348277,107.5575312,80.65460546,30.34193574
Archive/Train Data/Dataset6/4/4_0_6.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/559.jpg,4,144.7926358,143.6443537,155.2357428,141.5241663,132.0239603,154.0023147
Archive/Train Data/Dataset6/4/565.jpg,4,130.5634682,143.4844861,133.3688727,136.6554673,156.0598024,126.4897065
Archive/Train Data/Dataset6/4/4_80.jpg,4,126.2859711,156.0952379,31.88804487,129.8388283,169.4281592,33.51027436
Archive/Train Data/Dataset6/4/571.jpg,4,119.1336866,69.18440496,55.56162901,131.62605,64.70286663,49.90463953
Archive/Train Data/Dataset6/4/217.jpg,4,156.2329075,154.6242173,169.733948,156.4458651,65.37547077,170.6980768
Archive/Train Data/Dataset6/4/2_302.jpg,4,172.3344855,152.3034372,76.72663778,104.2435148,92.5637149,27.91245814
Archive/Train Data/Dataset6/4/3_89.jpg,4,167.749693,129.9740931,163.5721588,149.6530578,122.7695356,150.0690685
Archive/Train Data/Dataset6/4/1_0_312.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/4_179.jpg,4,162.5708218,150.7273277,69.42744329,131.743248,133.8132287,41.5147455
Archive/Train Data/Dataset6/4/0_561.jpg,4,113.7346239,26.20636241,51.61708442,118.0402466,27.71903055,72.27544445
Archive/Train Data/Dataset6/4/4_145.jpg,4,176.7918544,157.504592,54.91833393,144.0419565,170.1617429,42.33885103
Archive/Train Data/Dataset6/4/3_0_231.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/5_430.jpg,4,123.8204035,109.2966807,52.58654012,117.3662421,122.1360338,78.86111523
Archive/Train Data/Dataset6/4/0_207.jpg,4,123.8204035,109.2966807,52.58654012,117.3662421,122.1360338,78.86111523
Archive/Train Data/Dataset6/4/0_213.jpg,4,173.2259227,132.0468329,158.5920209,116.6313292,128.540101,143.7808491
Archive/Train Data/Dataset6/4/0_575.jpg,4,160.5079124,164.3130646,155.5509443,122.5006845,168.8276313,151.5389798
Archive/Train Data/Dataset6/4/4_151.jpg,4,160.5079124,164.3130646,155.5509443,122.5006845,168.8276313,151.5389798
Archive/Train Data/Dataset6/4/0_27.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/5_395.jpg,4,99.90615484,132.0313012,37.89695209,86.4137607,161.8335134,42.70897273
Archive/Train Data/Dataset6/4/4_186.jpg,4,96.86163181,145.4956155,58.21709741,89.15349311,119.5055175,18.78929576
Archive/Train Data/Dataset6/4/2_114.jpg,4,104.1129242,157.926336,171.0574148,111.9453933,155.7688455,170.5086715
Archive/Train Data/Dataset6/4/3_313.jpg,4,162.888202,136.1152912,167.1214439,162.7758717,139.8421791,166.2242873
Archive/Train Data/Dataset6/4/4_192.jpg,4,133.3760815,163.1379092,52.05943993,124.6834435,80.16995269,32.81749997
Archive/Train Data/Dataset6/4/3_475.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/3_312.jpg,4,105.6166944,165.0850333,70.37943027,96.39704439,122.9063209,37.33927123
Archive/Train Data/Dataset6/4/5_380.jpg,4,166.1091225,152.3307513,124.6273361,155.4375873,165.2076655,120.0687412
Archive/Train Data/Dataset6/4/3_306.jpg,4,167.9489895,109.4741633,152.0501898,140.4191533,119.9834511,159.6103859
Archive/Train Data/Dataset6/4/0_26.jpg,4,155.6604429,65.59626368,163.2681686,95.88375528,142.8776101,133.246148
Archive/Train Data/Dataset6/4/4_150.jpg,4,126.2257609,173.2125486,60.3200195,133.289942,100.9381235,17.50187959
Archive/Train Data/Dataset6/4/0_560.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/0_206.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/0_548.jpg,4,138.0112242,170.6649938,173.7221986,94.30486344,173.1479875,157.7824905
Archive/Train Data/Dataset6/4/570.jpg,4,132.4081045,123.34218,134.1747837,139.4375023,107.4407533,132.5503061
Archive/Train Data/Dataset6/4/2_465.jpg,4,132.9655799,144.2056063,85.40051735,168.1606954,102.2523255,42.32229277
Archive/Train Data/Dataset6/4/216.jpg,4,112.4076933,164.4758709,126.533803,163.9763656,142.2859132,103.5769793
Archive/Train Data/Dataset6/4/3_104.jpg,4,133.3962656,138.5420585,38.56408448,102.696553,114.8796272,23.53167316
Archive/Train Data/Dataset6/4/4_95.jpg,4,103.5406456,142.2200679,148.1067792,102.248181,49.19267213,37.34779763
Archive/Train Data/Dataset6/4/2_471.jpg,4,174.6496762,141.4220828,157.9197505,176.8355088,119.4987328,94.81789345
Archive/Train Data/Dataset6/4/564.jpg,4,175.2466381,119.4979159,167.0772726,171.5469589,51.32294413,155.0242278
Archive/Train Data/Dataset6/4/1_565.jpg,4,172.2318374,125.7133482,118.7489951,156.7909927,155.0103619,136.943486
Archive/Train Data/Dataset6/4/1_203.jpg,4,74.57761552,129.3096477,81.72054009,108.558199,146.701363,80.00947628
Archive/Train Data/Dataset6/4/1_217.jpg,4,99.97979288,125.5867347,163.3548176,91.63609127,104.6931611,18.99051123
Archive/Train Data/Dataset6/4/1_571.jpg,4,170.997886,173.432015,115.1735373,175.3913323,161.1028556,68.69871262
Archive/Train Data/Dataset6/4/1_559.jpg,4,149.579271,147.7096226,174.2526756,133.0170038,155.3716775,166.0916972
Archive/Train Data/Dataset6/4/3_77.jpg,4,138.2837489,164.4357683,137.0795094,55.65494065,159.7728985,126.199934
Archive/Train Data/Dataset6/4/404.jpg,4,157.2561867,147.5847811,71.0820652,147.8133987,158.9424097,154.1742099
Archive/Train Data/Dataset6/4/362.jpg,4,107.1093711,128.4777842,90.23435326,77.58414989,116.1243719,158.8623519
Archive/Train Data/Dataset6/4/376.jpg,4,140.3300981,167.1351638,140.6947261,146.9557352,141.2012777,118.6195925
Archive/Train Data/Dataset6/4/2_505.jpg,4,93.02917695,43.44131425,86.86897797,82.44293986,45.05784609,146.6384572
Archive/Train Data/Dataset6/4/1_99.jpg,4,118.1601098,15.91137528,137.6520511,108.9590451,28.97227939,120.5036055
Archive/Train Data/Dataset6/4/410.jpg,4,118.4024023,158.094104,73.84764682,110.4330283,117.2992239,58.56860608
Archive/Train Data/Dataset6/4/438.jpg,4,118.4024023,158.094104,73.84764682,110.4330283,117.2992239,58.56860608
Archive/Train Data/Dataset6/4/5_0_223.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/1_388.jpg,4,163.2057518,121.0101846,172.3930141,146.4561818,123.8112107,168.5335667
Archive/Train Data/Dataset6/4/3_0_152.jpg,4,146.4370955,142.9380981,118.6826951,89.34578652,138.413437,116.6801268
Archive/Train Data/Dataset6/4/0_170.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/4_0_14.jpg,4,166.7598216,150.275653,69.37635977,162.9654968,112.5821462,100.8338093
Archive/Train Data/Dataset6/4/1_405.jpg,4,100.3416355,141.0545569,154.8519806,132.0758206,140.3562473,153.7452398
Archive/Train Data/Dataset6/4/1_72.jpg,4,95.06422806,157.6621148,53.87523929,110.8906766,124.039262,36.47440873
Archive/Train Data/Dataset6/4/0_158.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/389.jpg,4,154.637171,178.0478111,170.1553845,168.1113337,172.2364899,171.7171806
Archive/Train Data/Dataset6/4/2_0_253.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/160.jpg,4,145.9047576,173.9589214,164.3498506,140.671433,49.73796675,146.4527694
Archive/Train Data/Dataset6/4/612.jpg,4,143.8374128,29.57155934,72.3957822,133.5034762,28.28564418,53.17233855
Archive/Train Data/Dataset6/4/174.jpg,4,110.6737259,155.2589309,171.9651109,145.0440669,62.52190401,173.3699385
Archive/Train Data/Dataset6/4/2_9.jpg,4,149.8927706,127.7367868,81.48183335,134.8061894,106.450901,48.08938931
Archive/Train Data/Dataset6/4/3_528.jpg,4,149.8927706,127.7367868,81.48183335,134.8061894,106.450901,48.08938931
Archive/Train Data/Dataset6/4/148.jpg,4,108.6088485,132.7818065,141.6024541,135.4785648,119.237249,128.7704203
Archive/Train Data/Dataset6/4/2_23.jpg,4,117.8070997,150.9776689,174.798488,117.7498358,158.9005179,167.4261025
Archive/Train Data/Dataset6/4/1_175.jpg,4,171.684593,33.21069132,127.9721373,116.5417969,18.31085133,147.7876248
Archive/Train Data/Dataset6/4/1_607.jpg,4,121.4356798,141.3922653,169.0989348,176.4951805,124.0615068,134.1277903
Archive/Train Data/Dataset6/4/49.jpg,4,31.33663487,122.1138897,143.1363647,81.58387487,31.5586558,129.5465897
Archive/Train Data/Dataset6/4/3_0_59.jpg,4,150.3808662,130.1276951,124.2916745,121.1810617,138.7655957,127.2959756
Archive/Train Data/Dataset6/4/1_161.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/3_0_71.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/3_299.jpg,4,174.6648407,122.7443754,166.4545687,132.8565614,122.4124287,157.2194397
Archive/Train Data/Dataset6/4/2_0_65.jpg,4,144.6774654,130.28927,156.0505529,141.1024715,143.9921461,157.7914357
Archive/Train Data/Dataset6/4/61.jpg,4,137.6661893,146.5594088,166.4831612,167.7746904,161.4733119,174.7402675
Archive/Train Data/Dataset6/4/2_0_71.jpg,4,134.668843,128.4124803,165.365567,108.2503194,57.96699578,28.28547109
Archive/Train Data/Dataset6/4/75.jpg,4,48.26466938,150.7040993,145.0622274,142.4656592,64.69360891,176.3514057
Archive/Train Data/Dataset6/4/0_428.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/3_0_65.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/0_376.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/2_33.jpg,4,116.2863561,142.260213,172.038345,62.61387202,129.279878,104.6676361
Archive/Train Data/Dataset6/4/1_617.jpg,4,108.4343272,137.0153571,155.8423393,95.9579982,144.561456,169.9929845
Archive/Train Data/Dataset6/4/59.jpg,4,108.4343272,137.0153571,155.8423393,95.9579982,144.561456,169.9929845
Archive/Train Data/Dataset6/4/0_362.jpg,4,99.48390001,24.60787396,76.16790959,66.6983373,13.01099995,27.10183862
Archive/Train Data/Dataset6/4/1_171.jpg,4,126.5810925,6.910391163,128.5324996,120.8122766,20.2734598,97.96083623
Archive/Train Data/Dataset6/4/1_159.jpg,4,96.98375655,122.3902396,23.36484439,93.26371315,119.6193167,117.4944049
Archive/Train Data/Dataset6/4/1_0_263.jpg,4,144.3822243,120.0346149,164.5074891,106.8037806,138.6830961,169.5769476
Archive/Train Data/Dataset6/4/71.jpg,4,115.0261326,47.5176981,56.85512799,112.7182583,45.53699277,54.94988161
Archive/Train Data/Dataset6/4/65.jpg,4,143.6893499,171.3992126,154.4934498,149.4476173,157.803035,146.1808444
Archive/Train Data/Dataset6/4/0_438.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/170.jpg,4,134.5492038,63.98076655,57.09327156,139.6814332,61.04296081,46.43063993
Archive/Train Data/Dataset6/4/616.jpg,4,147.2454279,17.64618157,55.09859695,126.6083062,17.73347482,51.14469083
Archive/Train Data/Dataset6/4/602.jpg,4,119.6439367,130.7823454,144.4722801,154.6238472,140.3643656,146.8655069
Archive/Train Data/Dataset6/4/164.jpg,4,154.636621,73.08729018,175.8488855,178.3336057,131.9754325,158.2460075
Archive/Train Data/Dataset6/4/0_389.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/3_538.jpg,4,156.839728,120.8575406,172.7684818,122.7662118,123.0027334,168.1566304
Archive/Train Data/Dataset6/4/158.jpg,4,92.72148147,154.3466382,112.2162527,59.00398986,153.8972435,132.6700308
Archive/Train Data/Dataset6/4/3_0_142.jpg,4,19.36187807,164.7736203,176.1115417,157.3203202,165.5663418,169.3285471
Archive/Train Data/Dataset6/4/3_0_156.jpg,4,,,,,,
Archive/Train Data/Dataset6/4/0_160.jpg,4,102.3227584,159.0542887,156.0039576,107.7760186,152.835547,160.246056
Archive/Train Data/Dataset6/4/2_298.jpg,4,165.0060158,132.918029,76.56847783,175.0139287,99.13280215,41.85469475
