ImgPath,label,leftelbow,lefthip,leftknee,rightelbow,righthip,rightknee,EKleft,EKright,EE,KK
/Test Data/Dataset82/77\._689.jpg,77,131.213235,143.7711462,144.6625156,107.0263784,48.34519281,128.1153371,115.1748521,44.65349917,102.8682595,121.0315865
/Test Data/Dataset82/77\._69.jpg,77,131.213235,143.7711462,144.6625156,107.0263784,48.34519281,128.1153371,115.1748521,44.65349917,102.8682595,121.0315865
/Test Data/Dataset82/77\._76.jpg,77,131.213235,143.7711462,144.6625156,107.0263784,48.34519281,128.1153371,115.1748521,44.65349917,102.8682595,121.0315865
/Test Data/Dataset82/77\._83.jpg,77,131.213235,143.7711462,144.6625156,107.0263784,48.34519281,128.1153371,115.1748521,44.65349917,102.8682595,121.0315865
/Test Data/Dataset82/77\._91.jpg,77,131.213235,143.7711462,144.6625156,107.0263784,48.34519281,128.1153371,115.1748521,44.65349917,102.8682595,121.0315865
/Test Data/Dataset82/77\._94.jpg,77,131.213235,143.7711462,144.6625156,107.0263784,48.34519281,128.1153371,115.1748521,44.65349917,102.8682595,121.0315865
/Test Data/Dataset82/77\102.jpg,77,118.6758415,48.35310284,174.445017,117.3165501,56.9054817,175.3003789,24.0644484,24.56309705,113.0156691,70.85063905
/Test Data/Dataset82/77\104.jpg,77,114.1577793,83.70900654,159.4633988,105.179015,80.51875154,164.6534541,56.34414258,40.53895178,123.2836526,97.64530585
/Test Data/Dataset82/77\110.jpg,77,132.0500334,53.99545788,175.5661096,111.5537414,54.3467025,163.8151167,31.19659977,26.28213756,133.9557431,84.53610793
/Test Data/Dataset82/77\130.jpg,77,117.3726815,74.28316281,171.8963344,122.7608444,82.55574404,166.6615622,42.49906747,51.33075312,75.12839562,74.90979423
/Test Data/Dataset82/77\141.jpg,77,134.3372238,43.53956201,163.9823541,150.925794,37.32752983,154.8020758,52.1040569,64.95877481,93.39518864,38.10753525
/Test Data/Dataset82/77\144.jpg,77,129.3816357,69.93761795,133.8841322,133.434831,63.45071311,174.0972886,6.509220531,46.56041442,49.31536549,76.99082645
/Test Data/Dataset82/77\154.jpg,77,149.3658813,55.17825015,172.9836637,107.0511645,41.68592733,177.3377366,34.57120295,59.75516967,26.0170229,76.46894596
/Test Data/Dataset82/77\16.jpg,77,89.9373144,47.23326797,174.5594826,124.6837935,27.77739648,161.5380124,7.099415743,42.08906613,135.4049395,48.04547207
/Test Data/Dataset82/77\160.jpg,77,118.6429345,56.60928853,169.2652359,104.050696,45.67599135,164.2040499,14.20146266,18.22524195,120.5311217,86.06844849
/Test Data/Dataset82/77\164.jpg,77,120.817238,78.42412263,170.0561796,115.1206338,75.04675594,171.330614,60.19695235,60.27775187,33.03462699,69.46667571
/Test Data/Dataset82/77\177.jpg,77,127.4022208,55.11828434,172.0331459,103.2331736,82.62263018,129.4301472,87.76536406,81.12590455,130.3143887,110.1635281
/Test Data/Dataset82/77\188.jpg,77,132.4492237,82.72512487,174.4958548,123.9127928,75.11315058,162.6806611,41.53191468,54.65468996,65.19744787,74.51003453
/Test Data/Dataset82/77\192.jpg,77,157.9851754,74.28937403,166.9547227,148.1874753,67.8102156,165.463173,55.69600287,37.91264154,70.4007498,66.76417977
/Test Data/Dataset82/77\207.jpg,77,171.1785755,85.58188551,176.1643712,172.321449,69.04566499,157.1229708,75.12302386,55.11660421,91.84393803,92.19082423
/Test Data/Dataset82/77\216.jpg,77,174.2435027,29.18852635,160.812505,139.7679529,26.07548361,161.4312172,16.34982142,11.10461689,129.3494055,79.86299961
/Test Data/Dataset82/77\236.jpg,77,142.7188861,66.82371289,169.2146955,103.7327673,50.35193972,141.0315127,47.34517732,14.96805977,90.80883898,93.86769101
/Test Data/Dataset82/77\245.jpg,77,124.9872901,74.70571036,175.2947747,119.612338,70.64443459,173.6406239,21.53775028,52.09158314,67.49727508,80.12643898
/Test Data/Dataset82/77\26.jpg,77,,,,,,,,,,
/Test Data/Dataset82/77\268.jpg,77,74.15407596,88.66572086,142.0157409,87.20611138,79.78099657,167.801582,17.43356903,99.3709155,34.99016062,57.95792154
/Test Data/Dataset82/77\270.jpg,77,160.5440504,87.41755222,173.5300118,167.8690346,61.97362813,171.8873985,73.98540834,48.38792327,74.3049961,78.5252487
/Test Data/Dataset82/77\28.jpg,77,111.1730988,18.39905612,159.469665,119.9397356,25.23048349,161.4178761,20.8354844,6.172676772,108.9619831,61.59912146
/Test Data/Dataset82/77\283.jpg,77,137.8735374,59.60629878,171.949746,127.0808956,52.25296687,168.8305999,42.5103736,31.48447839,103.6496081,64.69574846
/Test Data/Dataset82/77\284.jpg,77,155.3993568,73.85284367,168.2239452,170.5803769,71.88546169,174.8254603,53.59836248,58.52784956,71.80853439,77.11888156
/Test Data/Dataset82/77\285.jpg,77,125.9666173,38.58889987,116.7663981,123.8361297,54.64569801,129.4824979,6.57129558,17.38087247,75.86867491,64.58568458
/Test Data/Dataset82/77\317.jpg,77,132.7896912,63.80149363,159.3036596,129.8035279,48.50058075,153.4683163,6.953241395,30.93069264,65.73896111,70.22961171
/Test Data/Dataset82/77\318.jpg,77,153.4531473,68.28825411,173.0303957,145.0030174,74.04927048,171.3961993,50.47897506,39.79110851,99.30413361,71.85696556
/Test Data/Dataset82/77\355.jpg,77,120.4200727,42.94886221,174.2837212,111.2680727,40.10137777,172.3385362,3.771087084,17.44446009,100.9463897,70.82705732
/Test Data/Dataset82/77\357.jpg,77,,,,,,,,,,
/Test Data/Dataset82/77\369.jpg,77,,,,,,,,,,
/Test Data/Dataset82/77\375.jpg,77,135.1906276,59.57789478,167.6279645,162.0744654,57.32377047,172.6957895,41.61826214,42.98734229,29.15960153,37.82435882
/Test Data/Dataset82/77\379.jpg,77,147.9914044,70.17153581,160.0931489,147.5141111,48.75730273,136.3366073,67.16248424,30.09233808,94.26776515,55.05749298
/Test Data/Dataset82/77\390.jpg,77,102.1520324,82.63695242,162.400552,87.53362021,85.3806466,168.8535562,69.32222125,82.8129429,35.72719326,64.49275916
/Test Data/Dataset82/77\391.jpg,77,113.6111688,55.32898964,177.71529,116.3621012,50.70351692,171.5284336,22.21899306,30.56895107,93.04684274,68.94522203
/Test Data/Dataset82/77\393.jpg,77,135.8058924,55.39490718,166.2922432,142.8877525,72.77734585,168.2137115,44.80624919,29.9366735,113.4681073,75.75445145
/Test Data/Dataset82/77\397.jpg,77,114.3304806,44.53014281,168.3329077,99.00944147,43.01935844,177.2547506,21.35201368,19.30983929,142.3997161,79.30450422
/Test Data/Dataset82/77\404.jpg,77,132.6412486,38.65572551,172.564692,124.892026,46.47533937,170.8555417,6.573296121,9.872448118,116.4611291,72.09558194
/Test Data/Dataset82/77\409.jpg,77,150.0274433,164.8451116,168.7423008,125.7681087,174.0855619,177.4876986,94.76853203,165.3888924,21.81728421,23.08054811
/Test Data/Dataset82/77\414.jpg,77,114.141982,51.55734619,109.2073781,168.7988782,65.72052675,133.713389,67.42918882,40.01390547,80.25741438,38.5478151
/Test Data/Dataset82/77\416.jpg,77,120.197561,85.08366473,152.0830527,120.0897905,59.35557143,166.3583257,51.05782105,69.01086829,48.22900283,65.44564965
/Test Data/Dataset82/77\424.jpg,77,95.23381406,81.82761048,162.6425745,127.3996904,84.24744037,161.1621879,81.97279083,66.99244824,26.05231671,60.96241215
/Test Data/Dataset82/77\446.jpg,77,123.1343108,81.78015489,164.4790086,127.1624566,70.90745673,157.2907137,76.83858474,66.57262122,53.29458352,84.09848143
/Test Data/Dataset82/77\462.jpg,77,128.9390062,57.92821982,165.3115189,124.7677483,71.1229177,136.7888716,28.46140826,44.39717707,83.62423534,51.96068076
/Test Data/Dataset82/77\476.jpg,77,155.9288576,54.28107351,175.6939698,135.8494478,54.17219729,178.9359789,43.86148499,55.18567645,24.20731397,54.57223945
/Test Data/Dataset82/77\478.jpg,77,120.0310564,46.11749514,171.512807,79.61015583,22.545885,173.2620574,11.25615788,15.28533511,58.44665377,81.10445509
/Test Data/Dataset82/77\480.jpg,77,120.0310564,46.11749514,171.512807,79.61015583,22.545885,173.2620574,11.25615788,15.28533511,58.44665377,81.10445509
/Test Data/Dataset82/77\497.jpg,77,123.5462707,86.73069283,163.4228688,131.8572271,87.33785805,165.863351,54.96316513,74.25213684,53.83598983,69.37028588
/Test Data/Dataset82/77\499.jpg,77,153.9375166,33.05311644,144.7396903,155.6195819,42.59314286,168.7937646,61.32922895,13.74815793,82.41928341,73.24044238
/Test Data/Dataset82/77\50.jpg,77,142.5861382,91.28717367,142.0591806,158.7685825,91.92494477,129.6534808,49.81949579,78.37885807,30.69944319,38.47376263
/Test Data/Dataset82/77\511.jpg,77,76.83110705,22.87873879,149.5975994,89.39583505,72.83358313,178.4037875,100.6411747,59.1651724,82.48185913,58.78003956
/Test Data/Dataset82/77\524.jpg,77,126.33356,86.75209476,168.1288389,120.6090267,80.66742461,170.3397057,26.11534696,60.70619433,63.37905438,85.69812653
/Test Data/Dataset82/77\545.jpg,77,154.1330032,73.12449991,171.7431815,174.6659877,80.12712992,164.9542389,71.48868359,53.72568447,81.66768762,66.5893137
/Test Data/Dataset82/77\549.jpg,77,127.1375741,17.38965164,5.830310008,129.006042,18.71598212,9.704881918,12.80073952,1.704040908,64.97939496,50.04669808
/Test Data/Dataset82/77\550.jpg,77,179.1190301,86.0893926,167.197077,165.6136167,89.62299627,173.8512684,54.99692373,64.25591342,68.80346904,89.94046712
/Test Data/Dataset82/77\552.jpg,77,75.67478111,45.49928854,165.5192414,70.75419252,38.0408355,170.0141557,13.31780731,44.48809627,51.70882445,54.47625778
/Test Data/Dataset82/77\563.jpg,77,134.809842,56.36049415,176.2890668,130.6728301,72.94655532,171.700108,35.96898116,29.53222006,110.5509601,66.52937227
/Test Data/Dataset82/77\571.jpg,77,113.568791,31.00228213,170.2578749,137.2312947,51.2644916,161.88716,5.804106671,12.26672668,93.98490327,41.24928075
/Test Data/Dataset82/77\572.jpg,77,128.0643315,96.59364746,169.112837,157.8746942,38.20205514,144.6262125,46.33759713,71.38394491,77.51014503,42.74045643
/Test Data/Dataset82/77\58.jpg,77,128.0643315,96.59364746,169.112837,157.8746942,38.20205514,144.6262125,46.33759713,71.38394491,77.51014503,42.74045643
/Test Data/Dataset82/77\581.jpg,77,156.8458184,66.6050032,163.4717165,159.16876,66.30324515,151.4214165,40.83787566,32.10344706,105.1986708,89.04986183
/Test Data/Dataset82/77\596.jpg,77,121.8967656,81.65221133,175.3872202,121.9276223,41.12767421,166.0471185,25.9701288,53.60786368,13.5682442,44.86732827
/Test Data/Dataset82/77\60.jpg,77,149.9340169,73.78970665,162.0569716,163.9308434,79.70033419,153.5618464,66.7623209,58.80780138,81.18128651,76.95535895
/Test Data/Dataset82/77\608.jpg,77,167.2985938,61.41245281,165.7983656,165.7348016,45.39527996,166.5745,4.682287965,81.14735745,24.37012805,35.75832286
/Test Data/Dataset82/77\616.jpg,77,123.0297255,47.59426009,170.5276019,123.9212022,61.19613549,167.9425112,35.19367873,35.24514139,77.02743699,62.72592392
/Test Data/Dataset82/77\627.jpg,77,138.2525718,95.64364882,172.5036811,133.3142955,86.61823024,164.6684913,47.34992475,74.84618061,62.18219095,86.42283405
/Test Data/Dataset82/77\632.jpg,77,163.0214698,73.73667688,128.5045088,159.3572785,52.54024046,159.2843241,41.14353557,42.02602991,147.2061226,98.33779668
/Test Data/Dataset82/77\633.jpg,77,142.6714617,79.24774429,149.5003268,150.3214753,73.01655146,149.036724,60.25822598,65.94582443,24.42471498,37.97765474
/Test Data/Dataset82/77\635.jpg,77,150.1152792,68.25245369,161.9383818,143.5238475,82.40005316,160.9985224,66.8659517,51.52341805,30.1634741,41.45186596
/Test Data/Dataset82/77\639.jpg,77,167.3071616,53.27508495,179.0029391,136.0496347,37.57929515,164.8747921,36.9398974,18.87759173,34.77901406,63.96543587
/Test Data/Dataset82/77\641.jpg,77,,,,,,,,,,
/Test Data/Dataset82/77\653.jpg,77,141.8082874,78.28949114,153.3217425,139.3466472,95.80784652,167.8527998,85.81413046,55.26845355,93.45134536,89.75478758
/Test Data/Dataset82/77\656.jpg,77,141.8082874,78.28949114,153.3217425,139.3466472,95.80784652,167.8527998,85.81413046,55.26845355,93.45134536,89.75478758
/Test Data/Dataset82/77\66.jpg,77,153.9539071,74.8580633,174.3911261,155.927749,57.15137133,163.9564191,13.24444266,30.76283325,129.8311925,79.63068966
/Test Data/Dataset82/77\660.jpg,77,150.7214567,72.61906809,170.2305515,136.5797817,80.01327222,173.7064977,13.37953874,19.62773073,122.4086668,100.1726904
/Test Data/Dataset82/77\667.jpg,77,111.8831599,51.78631167,169.6159511,124.2440056,45.12861684,169.9075295,15.75018329,25.02909253,90.5478395,70.936094
/Test Data/Dataset82/77\669.jpg,77,164.6324026,76.74450113,173.0645355,158.4448101,62.18568876,165.7579981,54.52065068,42.40160072,94.34233557,82.59503441
/Test Data/Dataset82/77\687.jpg,77,170.4938765,27.05485744,152.8085328,168.1235256,27.3087142,128.86723,10.80805912,23.57577368,110.4870747,21.62115375
/Test Data/Dataset82/77\689.jpg,77,154.4996109,69.4012088,157.4669274,148.0042926,62.24486583,150.3157539,71.29528117,42.17486629,63.72348681,60.27198909
/Test Data/Dataset82/77\69.jpg,77,142.4446027,71.67962748,177.7525327,130.7237256,65.12458382,170.7420778,30.09178439,33.59773964,117.0250753,83.9808078
/Test Data/Dataset82/77\76.jpg,77,90.79722635,24.97775028,164.7569916,119.6364036,16.29546581,177.9891814,31.99729457,4.287786992,108.7144977,61.40028447
/Test Data/Dataset82/77\83.jpg,77,144.082387,55.71826859,169.6309817,132.2126743,37.87076294,157.7252994,9.40696068,18.19294278,145.7293121,72.19934491
/Test Data/Dataset82/77\91.jpg,77,97.80661143,37.1757695,175.7630511,106.5446423,37.74316616,150.3546959,3.40996423,22.771887,82.07493633,45.9768411
/Test Data/Dataset82/77\94.jpg,77,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._10.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._104.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._109.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._112.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._128.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._13.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._135.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._143.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._160.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._164.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._167.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._168.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._173.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._176.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._196.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._197.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._205.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._21.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._212.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._237.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._27.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._271.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._272.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._292.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._295.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._30.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._345.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._356.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._360.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._375.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._379.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._382.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._389.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._403.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._413.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._42.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._46.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._48.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._49.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._60.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._65.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._66.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._68.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._86.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\._92.jpg,78,148.0096348,40.50156738,173.6117274,119.2927227,23.99034486,153.8739077,10.55931954,13.19685721,153.1307645,76.53379624
/Test Data/Dataset82/78\10.jpg,78,159.0586396,96.51217366,126.4670806,174.0664078,75.70694214,158.8020477,76.85922221,59.40707392,62.99727044,25.71725291
/Test Data/Dataset82/78\104.jpg,78,138.1725629,149.0452885,158.3717135,149.9733043,76.36742018,155.5327491,94.49192108,110.6807506,145.3589335,127.3650906
/Test Data/Dataset82/78\109.jpg,78,153.0781254,128.1936179,176.2351057,169.5661377,82.83287448,156.3845628,38.80057578,112.5504455,53.26419274,27.13709054
/Test Data/Dataset82/78\112.jpg,78,138.3376435,132.7867552,98.09271867,169.2264978,105.4333302,119.2183276,84.40859965,87.06782484,65.06069027,40.80247913
/Test Data/Dataset82/78\128.jpg,78,,,,,,,,,,
/Test Data/Dataset82/78\13.jpg,78,160.2773209,126.4220175,168.2449566,167.1917883,125.1611153,173.7781539,65.21557952,103.8339597,44.7304463,26.62772464
/Test Data/Dataset82/78\135.jpg,78,175.7207102,103.260199,154.390888,159.1703459,95.71353026,163.808751,28.34672648,126.3842448,78.52791902,26.8613521
/Test Data/Dataset82/78\143.jpg,78,154.1442248,42.71293555,140.8223671,169.1249233,101.4855475,145.3668126,56.18195369,66.27949792,98.64538589,75.17016471
/Test Data/Dataset82/78\160.jpg,78,157.4854682,166.481804,85.01335186,146.409033,152.8181648,115.1560667,146.0111545,101.2007483,115.1142201,29.39713621
/Test Data/Dataset82/78\164.jpg,78,171.0148574,133.607215,70.64728409,150.3569506,138.2846305,110.6000411,107.2747858,92.1296651,104.6182236,43.57034797
/Test Data/Dataset82/78\167.jpg,78,95.05989783,132.3636837,113.2902734,157.5954238,123.2897542,159.8200644,118.4704653,93.18373929,112.0332661,41.81091861
/Test Data/Dataset82/78\168.jpg,78,123.7382526,147.0540703,136.7426094,150.9154334,109.46055,87.93568411,106.7587658,66.68326251,139.0561929,56.35526281
/Test Data/Dataset82/78\173.jpg,78,120.2611087,132.3987116,133.9542959,165.2810194,106.5124682,166.1510937,96.57642462,96.80941857,89.30276985,62.05972864
/Test Data/Dataset82/78\176.jpg,78,172.4244762,127.4783887,161.1264991,167.5167468,144.0360705,134.6920791,67.96796267,128.4174502,100.9401742,7.153943224
/Test Data/Dataset82/78\196.jpg,78,131.0578044,131.3433076,124.9542702,165.0360088,111.7809242,167.2488616,92.58466198,94.09608111,95.12851125,59.50988737
/Test Data/Dataset82/78\197.jpg,78,133.2302211,133.5740938,158.3272897,162.6978544,134.3869467,138.6228662,79.24708365,119.1654219,46.89987584,30.82724872
/Test Data/Dataset82/78\205.jpg,78,170.8609006,80.87489333,176.2759817,147.2695926,110.4487538,150.3809084,60.43232712,84.43200383,113.9714465,39.40724695
/Test Data/Dataset82/78\21.jpg,78,166.1697427,139.2851007,95.28108504,157.7338482,119.7548108,150.7948859,93.4433119,84.5296693,88.93488229,25.92675553
/Test Data/Dataset82/78\212.jpg,78,136.9316717,92.03161233,141.187389,172.0303411,73.23962685,151.4209317,46.03835882,69.2073327,82.86429564,38.26263963
/Test Data/Dataset82/78\237.jpg,78,152.185086,130.2933955,179.7510319,157.8501118,139.0619905,159.4167612,50.24784824,143.8455979,104.2641236,29.34400634
/Test Data/Dataset82/78\27.jpg,78,142.6453742,106.4490882,140.3589543,170.3670175,131.0587134,155.4090192,95.26781699,91.85474284,79.85151658,75.77733444
/Test Data/Dataset82/78\271.jpg,78,133.1743862,159.9912588,112.5148617,158.6630369,132.4233449,135.1222861,101.0920166,98.92128813,97.8114786,48.77868387
/Test Data/Dataset82/78\272.jpg,78,116.9033352,161.6983427,148.1576039,162.5042853,131.9655828,136.7378092,75.58877076,134.9317986,61.96539213,13.52459149
/Test Data/Dataset82/78\292.jpg,78,163.1145078,140.6086697,121.5446895,162.9296915,135.3655757,117.322506,51.26814117,146.3826408,104.5699501,15.94866495
/Test Data/Dataset82/78\295.jpg,78,177.4902283,97.71271861,124.5502129,164.1911349,115.9170728,134.404836,68.40918388,98.58138009,109.9165794,32.62036265
/Test Data/Dataset82/78\30.jpg,78,158.53666,120.0841105,113.9171006,149.3571499,133.5653056,156.3541764,93.22033389,78.95294554,145.1215067,70.70048272
/Test Data/Dataset82/78\345.jpg,78,164.7950199,154.4757418,145.8901265,156.7649993,154.7238371,74.73267874,72.47418148,160.6407125,79.00215124,31.93130096
/Test Data/Dataset82/78\356.jpg,78,164.7950199,154.4757418,145.8901265,156.7649993,154.7238371,74.73267874,72.47418148,160.6407125,79.00215124,31.93130096
/Test Data/Dataset82/78\360.jpg,78,164.7950199,154.4757418,145.8901265,156.7649993,154.7238371,74.73267874,72.47418148,160.6407125,79.00215124,31.93130096
/Test Data/Dataset82/78\375.jpg,78,163.0013224,132.7156765,127.0930864,149.0828689,119.0395089,114.4821199,103.1234219,131.5113334,71.11597473,61.5363639
/Test Data/Dataset82/78\379.jpg,78,168.530361,90.7280457,157.5910414,142.5604944,97.01662245,167.7545374,64.75914441,92.32110711,116.4048062,30.99014714
/Test Data/Dataset82/78\382.jpg,78,169.1714841,129.4669247,157.3074408,129.2889044,140.8900808,115.9302788,100.0206296,124.9550593,152.819825,72.64352824
/Test Data/Dataset82/78\389.jpg,78,170.4143358,97.6249631,145.3938976,159.3482072,63.19242616,134.5670569,56.8251919,76.6932582,65.76502735,57.48839746
/Test Data/Dataset82/78\403.jpg,78,116.4136159,156.8453793,136.5950894,165.4748168,134.2551785,146.7585681,77.1470094,124.8734674,90.92028032,28.60760507
/Test Data/Dataset82/78\413.jpg,78,161.7058357,138.50381,134.023488,158.7357048,162.812741,118.1963512,74.36701536,133.9328744,142.6404503,61.59497037
/Test Data/Dataset82/78\42.jpg,78,160.5484108,114.8667539,90.85338846,138.671164,140.2032961,140.8908128,156.7390401,79.06182352,146.6781922,86.7186042
/Test Data/Dataset82/78\46.jpg,78,165.9456756,109.1233937,115.0520819,161.6982214,119.4886139,168.4157454,70.3376756,77.02025515,109.7312248,48.30957609
/Test Data/Dataset82/78\48.jpg,78,137.5706588,138.975694,149.4131076,165.790795,105.0955005,167.120923,77.7272358,122.9174262,50.03969427,30.30053199
/Test Data/Dataset82/78\49.jpg,78,155.4266933,160.6255996,160.20002,102.4106904,170.7660564,175.1867325,74.16244355,163.3518414,37.39237917,8.286696062
/Test Data/Dataset82/78\60.jpg,78,170.2202534,121.6117232,174.0572368,166.2103513,125.9609285,176.6634035,62.72975956,68.66819454,107.3516173,33.06099821
