ImgPath,centroid1x,centroid1y,centroid1z,centroid2x,centroid2y,centroid2z,centroid3x,centroid3y,centroid3z,centroid4x,centroid4y,centroid4z,centroid5x,centroid5y,centroid5z,centroid6x,centroid6y,centroid6z,cx0,cx11,cx12,cx13,cx14,cx15,cx16,cx23,cx24,cx25,cx26,cx27,cx28,cy0,cy11,cy12,cy13,cy14,cy15,cy16,cy23,cy24,cy25,cy26,cy27,cy28,cz0,cz11,cz12,cz13,cz14,cz15,cz16,cz23,cz24,cz25,cz26,cz28,label
Test Data/Dataset82/81/28.jpg,0.677244008,0.295534035,-0.259699821,0.645769477,0.600875606,-0.204709758,0.267642056,0.653982421,-0.030672052,0.61940213,0.69141227,0.040168349,0.398427491,0.50966392,-0.074219776,0.567860723,0.590704272,-0.051540336,0.646646976,0.60541904,0.579815626,0.646728396,0.675227523,0.685160995,0.776688874,0.47629416,0.402439147,0.621868968,0.213027701,0.760043263,0.18745932,0.349705756,0.485665292,0.35907346,0.604364216,0.288977444,0.712597311,0.238551199,0.582945943,0.560331523,0.703501582,0.609586775,0.787789285,0.792028964,-0.25631997,0.1261639,-0.103328884,-0.181478009,-0.2583929,-0.283689111,-0.417377681,-0.014371161,0.014017634,0.008712308,-0.133348078,0.027314287,81
Test Data/Dataset82/81/263.jpg,0.477802624,0.204535902,-0.18696524,0.457975795,0.513648927,0.254268085,0.651316881,0.702111443,-0.119757806,0.407351544,0.700954437,0.136966092,0.588616033,0.532258183,-0.118392475,0.475188861,0.566333155,0.15663183,0.483557105,0.487052321,0.516975045,0.459494889,0.486318439,0.427380174,0.430114388,0.531021357,0.561965108,0.407492906,0.686907947,0.283540368,0.705077589,0.263975829,0.394156635,0.332299083,0.517162085,0.196522027,0.629628062,0.084786594,0.593845785,0.5974406,0.710997045,0.667034864,0.798020482,0.841858864,0.115994692,0.17080979,-0.080700882,0.279500216,-0.218474805,0.253497034,-0.261720031,0.117956676,-0.118497521,0.12213181,-0.155979022,-0.084796876,81
Test Data/Dataset82/81/289.jpg,0.474605789,0.329470724,0.111591972,0.61581101,0.575643947,0.098197584,0.290626158,0.702498416,-0.114153114,0.67201525,0.684472124,-0.001017726,0.374425888,0.575006266,-0.022715253,0.604686439,0.600499918,-0.047044276,0.541546345,0.597844481,0.464449346,0.61107254,0.463112622,0.638516009,0.496255398,0.542217672,0.436889797,0.673997164,0.221938521,0.799830914,0.213050157,0.366732538,0.484508246,0.426992357,0.584013343,0.321752846,0.658410251,0.239666969,0.622547984,0.623749733,0.694443524,0.67427671,0.736424863,0.809468806,-0.047626019,0.192345768,0.194698691,0.117001779,0.136118025,0.123324856,0.003959201,-0.036774803,0.036417149,-0.158624142,-0.2992616,-0.079614893,81
Test Data/Dataset82/81/316.jpg,0.547798673,0.207834134,-0.049657661,0.557002823,0.566617032,-0.015395693,0.309619904,0.672284742,-0.055407238,0.541937262,0.704750756,0.011637641,0.386133214,0.498945494,-0.054314121,0.513701191,0.573363006,-0.019681349,0.559502721,0.527659774,0.50174129,0.551144242,0.544584513,0.592204452,0.597070217,0.453749746,0.390985429,0.559694052,0.265672922,0.612367988,0.272201359,0.287251383,0.426553786,0.307198942,0.568754733,0.202059329,0.704542577,0.114244133,0.569873512,0.553547382,0.723661721,0.636090159,0.820717037,0.827216685,-0.072737299,0.108860143,0.021327065,0.012997301,-0.045715746,-0.074087553,-0.124584302,0.006247396,-0.006491838,-0.080194615,-0.177777588,0.018047713,81
Test Data/Dataset82/81/328.jpg,0.317299366,0.280150652,-0.045967105,0.284444998,0.499446909,0.187697859,0.551139355,0.583553056,0.013919067,0.264463872,0.648686012,0.02576564,0.471888075,0.48329247,-0.033438411,0.307012876,0.544951538,0.058783342,0.302047133,0.290516794,0.370462447,0.269952744,0.332357168,0.292865455,0.249078482,0.356874049,0.442997277,0.273647785,0.602204502,0.162869781,0.608216286,0.32261169,0.429186702,0.356241912,0.508374095,0.273469359,0.560779929,0.210740685,0.557357013,0.542042434,0.6483109,0.551593065,0.740390122,0.657023668,0.092700034,-0.049387414,-0.07722608,0.208555281,-0.06422171,0.304872602,0.003546475,0.042725105,-0.043587096,0.083959229,0.020497944,0.064846352,81
Test Data/Dataset82/81/315.jpg,0.457792024,0.227088004,0.226836979,0.419814626,0.514995774,0.136975883,0.560928543,0.735507707,0.021250849,0.353012125,0.76950115,0.102175272,0.509669046,0.561827262,0.044699344,0.394604921,0.614236355,0.133447703,0.404871166,0.39754653,0.46282047,0.398498297,0.468267143,0.463399053,0.442288458,0.426459998,0.48291564,0.359808236,0.583271027,0.27276814,0.616598964,0.329504192,0.439912736,0.348071516,0.548399508,0.217267126,0.556675076,0.115925372,0.626574576,0.624078691,0.776221752,0.71333158,0.905707121,0.869112849,0.390078634,0.140842631,0.154650286,0.146778971,0.191125736,0.029488752,0.334734917,0.045499314,-0.046009548,0.12018387,0.025457293,0.084304802,81
Test Data/Dataset82/81/117.jpg,0.572272241,0.724872371,-0.092964619,0.543786267,0.553161641,-0.017231423,0.558617493,0.809718351,-0.038259488,0.683470627,0.792528113,-0.032442128,0.576017996,0.735872229,-0.06046334,0.638741593,0.697365423,-0.026534976,0.552758634,0.580830574,0.567336917,0.547740042,0.574071229,0.502788186,0.575408578,0.634422779,0.600026727,0.700971425,0.560690343,0.715017676,0.515135407,0.586507976,0.59107697,0.658438385,0.541198552,0.726431608,0.527209401,0.789747119,0.728444397,0.739436686,0.772574902,0.809741616,0.876565039,0.879976749,-0.090332098,-0.020936148,-0.072390631,-0.004638152,-0.086161539,-0.043841425,-0.120341688,0.029230982,-0.029553916,-0.105621219,-0.079445474,-0.005779075,81
Test Data/Dataset82/81/13.jpg,0.440910339,0.535281797,-0.17397883,0.474766692,0.190932035,-0.029033283,0.420430104,0.695317288,-0.03782789,0.681423426,0.656253556,0.017003701,0.466816058,0.562064846,-0.077270955,0.604074498,0.49081554,0.005303975,0.4661825,0.507661879,0.454429418,0.483446449,0.447276354,0.433191746,0.421025246,0.587651908,0.529832542,0.716909707,0.416186213,0.739708662,0.315271556,0.234590262,0.301788926,0.402971387,0.176352769,0.541161597,0.094654411,0.661712408,0.567496479,0.577667713,0.603161216,0.705555439,0.798102975,0.802728713,-0.101286106,0.086379677,-0.082459763,-0.005919963,-0.158353359,-0.132460386,-0.28112337,0.0492475,-0.049604975,-0.084616072,-0.099748127,0.035869431,81
Test Data/Dataset82/81/500.jpg,0.444447676,0.655889094,-0.31736804,0.528979679,0.243658115,-0.10257595,0.431084077,0.819381634,-0.08042748,0.748336335,0.766942859,-0.015357274,0.497665981,0.686249256,-0.147383506,0.657835821,0.595102896,-0.036816991,0.479626715,0.545188189,0.49156642,0.531273305,0.450327396,0.510477543,0.391449213,0.63962692,0.571319342,0.788692355,0.430112183,0.81668973,0.291820705,0.337519705,0.384619981,0.515354395,0.237176061,0.655711591,0.109178305,0.796601295,0.698670924,0.714572549,0.702017784,0.828820825,0.900139868,0.91475153,-0.220523909,0.02355106,-0.231343418,-0.060105499,-0.308121562,-0.206794262,-0.412639141,0.069467209,-0.070095152,-0.139090091,-0.140711948,-0.030475339,81
Test Data/Dataset82/81/298.jpg,0.607334932,0.322279364,0.059906611,0.614087542,0.583133827,-0.26911816,0.444947094,0.711496532,-0.021475392,0.638126135,0.731097003,-0.141458064,0.503189613,0.570140421,0.029200658,0.595565299,0.613281697,-0.142927388,0.610184073,0.595923543,0.573516607,0.610854983,0.602247655,0.635484099,0.646240532,0.554728091,0.52042979,0.636044264,0.415622443,0.72360605,0.398789048,0.372108638,0.478885621,0.412561893,0.587395728,0.309714377,0.683120131,0.244561821,0.631027162,0.62839222,0.729932308,0.669467151,0.832331538,0.836630225,-0.095171571,-0.138595492,0.097574793,-0.265076786,0.077105738,-0.39927423,0.005039302,-0.079689816,0.079474926,-0.206088886,-0.089447744,-0.054453358,81
Test Data/Dataset82/81/38.jpg,0.520906518,0.433884621,-0.063909477,0.351993402,0.165632268,0.230190565,0.365588893,0.774515688,-0.043341659,0.766053617,0.685754677,0.273885717,0.455412388,0.621699969,-0.122724108,0.649184237,0.491868983,0.163501248,0.367186993,0.466025084,0.436596364,0.351133764,0.53239125,0.238821357,0.59373194,0.652076423,0.568893373,0.829451203,0.360747427,0.816633224,0.167125881,0.215082198,0.257743031,0.435424089,0.14605251,0.478294879,0.093101263,0.387934893,0.613773227,0.641676784,0.604090691,0.787999034,0.839400113,0.893871248,-0.011945796,0.529408753,-0.119859479,0.255028874,-0.078979485,0.237287477,0.007110532,0.120100752,-0.120435387,0.172147647,-0.127877459,0.118287869,81
Test Data/Dataset82/81/492.jpg,0.434182425,0.418720335,-0.714351018,0.435533226,0.411736101,-0.162077181,0.358004838,0.785274009,-0.271637365,0.738528947,0.73205026,0.202016622,0.490512272,0.657448371,-0.359492992,0.661180556,0.6100519,0.086335902,0.483323753,0.546748042,0.542440951,0.437912703,0.439787269,0.321938932,0.320319057,0.630072176,0.565039635,0.806721449,0.36405623,0.778793216,0.14491865,0.410842091,0.469376296,0.479232967,0.40790391,0.414957345,0.357928097,0.361970693,0.682872891,0.693432212,0.677906513,0.799679935,0.835371375,0.86270988,-0.320717722,0.276224017,-0.573443651,-0.104919843,-0.740768433,-0.310493559,-0.828840971,0.177846253,-0.178522155,0.151979595,-0.326513171,-0.30987677,81
Test Data/Dataset82/81/20.jpg,0.414322644,0.628395319,-0.18202702,0.428825269,0.198555489,-0.085547005,0.420098533,0.81920294,0.021363301,0.621380051,0.809114297,0.00604879,0.442515661,0.656819522,-0.063022162,0.560835024,0.594259451,-0.013124264,0.432984591,0.469009042,0.425836802,0.435937226,0.416696876,0.38152954,0.400434256,0.55171746,0.494062155,0.661778569,0.407648027,0.650644124,0.358585417,0.270480663,0.33596918,0.464229524,0.190942019,0.633421898,0.068755269,0.787534535,0.659480453,0.671748459,0.78732872,0.834480584,0.980533719,0.951379776,-0.121678695,0.062322911,-0.111475118,-0.07297647,-0.175137207,-0.188468292,-0.259468734,0.039388657,-0.039768621,-0.083565198,-0.037822746,0.141681269,81
Test Data/Dataset82/81/308.jpg,0.339951028,0.577296893,-0.453260611,0.404487858,0.222449044,-0.179624699,0.320840051,0.744337122,-0.068901268,0.690565348,0.724888086,0.020450619,0.387744943,0.603390018,-0.208159255,0.576964339,0.548391521,-0.018954953,0.418342084,0.455933928,0.37778154,0.419189751,0.345050275,0.338339895,0.29702127,0.537190795,0.461344987,0.737768292,0.324108303,0.796736956,0.177066863,0.29493463,0.343769133,0.44562149,0.210919976,0.583791137,0.112658024,0.702478051,0.602202296,0.607872009,0.699203134,0.756676555,0.873258829,0.868462801,-0.340094686,0.044667363,-0.364280462,-0.139359966,-0.442530781,-0.325964779,-0.552970588,0.091167971,-0.091867231,-0.074483477,-0.168330073,0.0534935,81
Test Data/Dataset82/81/33.jpg,0.608260075,0.205012172,0.233729909,0.565328379,0.525612772,-0.206163481,0.296761245,0.686876257,0.052572155,0.568511039,0.708065033,-0.124462242,0.394038777,0.497169534,0.123203411,0.518603057,0.561903099,-0.148460026,0.58334887,0.544177353,0.527150095,0.553790808,0.602843046,0.598016977,0.694787085,0.44150719,0.397549629,0.570124626,0.257416606,0.6939013,0.235317498,0.232750744,0.381803811,0.288183808,0.538137138,0.186722636,0.656897366,0.140130073,0.577404141,0.566738009,0.726501346,0.636586785,0.820289612,0.857303977,0.02116845,-0.054526538,0.267151058,-0.213973865,0.265240312,-0.277996689,0.168798357,-0.125021115,0.124833986,-0.193839073,-0.022374811,0.055257291,81
Test Data/Dataset82/81/481.jpg,0.465343853,0.430539231,-0.031028496,0.549603085,0.696509202,-0.236725221,0.274391259,0.827341914,0.002733347,0.624170909,0.865884761,-0.116412693,0.354647323,0.692890207,0.05794326,0.537286292,0.747040808,-0.179275277,0.459575385,0.501049638,0.433457315,0.548763335,0.443363905,0.598996282,0.519210339,0.482573837,0.412268728,0.6282354,0.218215927,0.761703491,0.192689121,0.475371182,0.593870401,0.531867743,0.705314457,0.4181301,0.790342748,0.341619849,0.769435048,0.758961499,0.877816975,0.78784138,0.95040226,0.935222864,-0.113823086,-0.044438664,0.109027997,-0.250895381,-0.014099275,-0.226253867,-0.188014209,-0.111039884,0.110785559,-0.193759531,-0.045983776,-0.05660174,81
Test Data/Dataset82/81/250.jpg,0.489626646,0.588641008,-0.136124964,0.461597572,0.431533168,-0.154127007,0.490482539,0.664097528,0.077309022,0.388730963,0.631674588,0.094809208,0.480481058,0.601181845,-0.024105122,0.416863809,0.563046277,-0.018276971,0.490395904,0.452413261,0.492744684,0.460105628,0.485834837,0.472273827,0.490300417,0.424449146,0.458006799,0.37372902,0.490691692,0.368014723,0.522749126,0.464282036,0.478930771,0.528038025,0.419758856,0.594529986,0.395909876,0.643355012,0.599199772,0.611278772,0.611008286,0.664228737,0.684815705,0.716785073,-0.108882301,0.207814187,-0.136686817,-0.145927116,-0.131079763,-0.185009554,-0.140608311,0.002874796,-0.003086082,0.073738642,0.067457534,0.167555615,81
Test Data/Dataset82/81/125.jpg,0.614045719,0.205308159,-0.090026042,0.577654878,0.528613309,-0.083501287,0.297274763,0.669352194,0.033779529,0.600524217,0.697213531,0.022116996,0.380196527,0.494658907,-0.014431838,0.545329243,0.555014094,-0.054118318,0.596127212,0.566790938,0.513285756,0.569978833,0.613458574,0.596194863,0.715392828,0.473119706,0.395572215,0.596077085,0.231731609,0.73237586,0.264520466,0.252769947,0.400933146,0.285935462,0.533252418,0.195285499,0.651654363,0.134703517,0.557638764,0.547798574,0.70647037,0.650242686,0.827531457,0.810015321,-0.160349265,0.159948692,0.029344272,-0.049471475,-0.077317134,-0.132275134,-0.222105265,-0.032924272,0.032655917,-0.060673431,-0.105295703,0.173978373,81
Test Data/Dataset82/81/482.jpg,0.409894735,0.397580673,0.301002527,0.552562296,0.511668493,0.036724158,0.311132083,0.669917881,-0.033231103,0.60322396,0.63969628,-0.134316611,0.35571,0.52842164,0.090222389,0.523014883,0.53718256,-0.066123048,0.48641634,0.513974547,0.443797052,0.548030615,0.396873802,0.595681727,0.38901335,0.453150213,0.380077302,0.601919889,0.243255645,0.754601777,0.310063303,0.332261533,0.408228368,0.364043593,0.517219603,0.387187451,0.609557509,0.441510975,0.556260169,0.557954311,0.647059143,0.663267016,0.715769529,0.788532317,0.147493571,-0.110293128,0.36873284,0.046875458,0.342815101,-0.030990545,0.191459641,-0.071337357,0.070932403,-0.221319348,-0.168998078,-0.001627635,81
Test Data/Dataset82/81/290.jpg,0.649746736,0.204886377,-0.141809697,0.657471299,0.557206045,-0.051954817,0.237922539,0.6808875,-0.154637772,0.687107146,0.710541348,0.179959875,0.378575236,0.506597539,-0.137420137,0.626321654,0.588946452,0.031538984,0.70255518,0.662003458,0.571873903,0.625112474,0.645212233,0.685297966,0.732154071,0.520029366,0.38624087,0.696932137,0.177610934,0.844359934,0.149915814,0.290239543,0.446502954,0.31085813,0.560807586,0.196331918,0.664307594,0.107469082,0.601878107,0.576982915,0.718458295,0.631951571,0.811287642,0.833728015,-0.154505953,0.457394153,0.01204893,0.017107155,-0.129590943,-0.185103089,-0.307887077,0.022241503,-0.022569714,0.060243968,-0.401739627,-0.039603975,81
Test Data/Dataset82/81/535.jpg,0.434352835,0.604667981,-0.170895986,0.427035997,0.281190862,-0.021121901,0.446427534,0.753298521,-0.00104228,0.60759302,0.733796299,0.071293297,0.462388029,0.620363077,-0.061071727,0.547706674,0.569263637,0.029903054,0.411754489,0.463176638,0.438015014,0.429026484,0.438988537,0.38890487,0.426054955,0.551029861,0.502546966,0.628913522,0.446602106,0.642835677,0.39013353,0.345510006,0.378443837,0.486430943,0.273759842,0.603118837,0.191368908,0.724454165,0.61017257,0.621638715,0.719174504,0.753019571,0.872041821,0.885237277,-0.096579678,0.148304507,-0.099831216,0.00040916,-0.157299742,-0.087908641,-0.255557001,0.045899689,-0.046251554,0.019675694,-0.037132412,0.080257125,81
Test Data/Dataset82/81/246.jpg,0.348972638,0.578011453,-0.187055056,0.424400181,0.226112525,-0.084046507,0.344476839,0.767049809,-0.034481545,0.6391415,0.746791641,-0.014372513,0.379483998,0.616141856,-0.097878305,0.553941409,0.568122596,-0.036445155,0.374028385,0.451746225,0.354701698,0.445049107,0.354014695,0.376405209,0.338201523,0.543838382,0.444317311,0.666239619,0.339432985,0.707346499,0.249680221,0.299303383,0.349910468,0.44675976,0.214061767,0.58031112,0.114365339,0.70696348,0.616210461,0.632182539,0.738246858,0.769483268,0.885917604,0.899483621,-0.206202447,0.074680284,-0.111881137,-0.049619675,-0.164744452,-0.210982203,-0.28453958,0.047850832,-0.048437335,-0.165648654,-0.133316442,0.078309141,81
Test Data/Dataset82/81/483.jpg,0.684520841,0.221482843,-0.150773462,0.634852012,0.602955252,-0.092365431,0.261960352,0.650281986,0.0380579,0.593652964,0.720883588,0.014562869,0.384360711,0.481922785,-0.03690658,0.541025102,0.601327449,-0.026567306,0.646243215,0.584802926,0.580207586,0.637872458,0.679526687,0.681880653,0.793828249,0.449292958,0.372892499,0.588979423,0.199982047,0.74268651,0.213006511,0.296910048,0.465843469,0.287466645,0.603217065,0.209552765,0.739805222,0.167429119,0.595489323,0.556599855,0.742649555,0.601701856,0.824511886,0.792544246,-0.185584813,0.049119115,-0.014541258,-0.062557615,-0.135833293,-0.140267268,-0.301945835,-0.017761042,0.017277766,0.012330535,-0.113456249,0.210352182,81
Test Data/Dataset82/81/180.jpg,0.423421681,0.473644783,-0.155905433,0.363783936,0.178661754,0.070862489,0.42384097,0.676010191,-0.087089147,0.654887656,0.64526391,0.085730872,0.465559771,0.49958389,-0.110376336,0.560193032,0.456339051,0.084673724,0.397827297,0.434139222,0.443521559,0.367417336,0.421754986,0.28979525,0.404988497,0.551372051,0.531811953,0.695067823,0.4213458,0.718223095,0.318365157,0.178428024,0.249388903,0.303154677,0.160639852,0.485189855,0.125956506,0.632589817,0.510175288,0.514132619,0.609452963,0.681464374,0.81616348,0.832433581,-0.0068872,0.12949729,-0.103994809,0.091857262,-0.154208869,-0.005595642,-0.209512621,0.088909611,-0.08915998,0.038785715,-0.137974218,-0.034133244,81
Test Data/Dataset82/81/157.jpg,0.634600083,0.203214218,-0.004744427,0.619236132,0.546836297,-0.023234876,0.363312811,0.670276721,-0.041512684,0.624394377,0.701143006,-0.033766858,0.454308997,0.493782272,0.000390154,0.583505332,0.562602897,-0.031155014,0.617490411,0.601700783,0.567032397,0.617683768,0.628773272,0.638323843,0.70799458,0.519333184,0.463513553,0.629482031,0.33238104,0.724367917,0.294043839,0.274166763,0.416059732,0.29279992,0.555538177,0.187952489,0.66891098,0.128890246,0.564762175,0.553713679,0.706986785,0.634833217,0.831680059,0.822283268,-0.067058459,0.011637496,0.09914238,0.002809752,0.006474646,-0.091987409,-0.119850308,-0.027401872,0.027115805,-0.085536197,-0.125087723,-0.026566135,81
Test Data/Dataset82/81/57.jpg,0.416861256,0.48980998,-0.407608539,0.495336056,0.215593825,-0.209336111,0.37873142,0.637529631,-0.071229365,0.825917602,0.609832108,-0.035951245,0.465082745,0.529151648,-0.168473847,0.699651162,0.46944044,-0.049476252,0.468490243,0.548628807,0.454132915,0.519118965,0.422687531,0.418260396,0.373763323,0.665230632,0.556583285,0.885094047,0.384532034,0.927428126,0.195078939,0.265783399,0.304660738,0.397581905,0.2079781,0.489042938,0.134142637,0.582805097,0.527590215,0.544087231,0.576070368,0.645785809,0.725835741,0.722715855,-0.290685654,0.005442141,-0.255757213,-0.16453886,-0.376235634,-0.428336591,-0.59083277,0.087262683,-0.08814881,-0.200558558,-0.161515519,0.035976235,81
Test Data/Dataset82/81/69.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81
Test Data/Dataset82/81/544.jpg,0.492798378,0.625394662,-0.170666521,0.460189948,0.306683451,-0.307635893,0.517825067,0.644987484,0.139093768,0.7041984,0.611522794,0.006461373,0.533928504,0.574415565,0.019104855,0.612186392,0.506430894,-0.098166085,0.442868352,0.48494935,0.482900232,0.463472188,0.503416359,0.432148308,0.492078543,0.643380582,0.599319577,0.708229244,0.519565701,0.760985374,0.434589922,0.440770209,0.406842202,0.534865439,0.303854644,0.633345962,0.209353507,0.707972586,0.494122028,0.540900886,0.618328452,0.647480369,0.722117901,0.746581197,-0.32804814,0.107511304,-0.116786137,-0.27987802,-0.128122449,-0.436658591,-0.267090976,-0.042843211,0.042366881,-0.045283973,0.13173382,0.243180603,81
Test Data/Dataset82/81/223.jpg,0.599442899,0.232025425,-0.143716539,0.593185703,0.53142493,-0.27377515,0.422038863,0.67696178,-0.062432546,0.659135163,0.691953381,0.06853029,0.487506052,0.524238427,-0.094252806,0.617688,0.586408287,-0.05129258,0.615525961,0.628928423,0.572381973,0.5940274,0.590722263,0.556601286,0.635224462,0.558329225,0.493910968,0.665806353,0.396225214,0.753269911,0.375980407,0.30009982,0.447972625,0.334629655,0.547188997,0.228844672,0.599113166,0.132601947,0.612427831,0.592463195,0.698824406,0.645622432,0.764607906,0.792799711,-0.252119571,0.220326722,-0.064082772,-0.247525752,-0.138165474,-0.434657812,-0.228901371,-0.010412724,0.010323849,-0.004323129,-0.228999496,0.031378008,81
Test Data/Dataset82/81/141.jpg,0.614301682,0.125614186,-0.502171427,0.531999588,0.603435079,-0.324569434,0.455915431,0.744669616,0.136759579,0.171468506,0.713206053,0.271086236,0.427028616,0.518633962,-0.07805119,0.327951993,0.566869299,-0.023723016,0.608221769,0.555841863,0.471729457,0.47996515,0.606287241,0.560191751,0.764888346,0.296341002,0.330821097,0.131673113,0.478535295,0.086391404,0.558389902,0.319368243,0.428970456,0.231463909,0.626702666,0.099327862,0.754632115,0.046050787,0.576496363,0.583771706,0.695141077,0.74066627,0.867980719,0.909570873,-0.464799732,0.551283836,-0.342874318,-0.29283157,-0.5240255,-0.347732812,-0.639614463,0.000609518,-0.001097159,0.261365354,0.109817907,0.301557988,81
Test Data/Dataset82/81/346.jpg,0.533369561,0.328590244,-0.127589076,0.550348918,0.655678471,-0.214230259,0.356113176,0.78520908,0.011752887,0.550315162,0.827769558,-0.027929502,0.413582722,0.614393622,-0.010798545,0.518088559,0.684537888,-0.088467916,0.522552013,0.534975529,0.496518195,0.550602913,0.516297102,0.565468311,0.587293386,0.472720027,0.421301097,0.546570122,0.322928876,0.631655335,0.324109554,0.378465682,0.525491476,0.413149625,0.659864843,0.294312,0.781679094,0.278309107,0.698888779,0.679189801,0.829233408,0.750841439,0.955186486,0.925595999,-0.16696012,0.024152659,-0.008841377,-0.207616284,-0.109927669,-0.277611911,-0.263998181,-0.041020177,0.040893942,-0.066920988,-0.0644482,0.05881292,81
Test Data/Dataset82/81/385.jpg,0.368563096,0.329950422,-0.120723096,0.621218264,0.612172643,-0.405133655,0.242693603,0.726228933,-0.140845358,0.688585341,0.74559174,-0.136714302,0.330557078,0.589978,-0.103911629,0.596829255,0.636042893,-0.246735978,0.50519228,0.577397645,0.436254442,0.611719608,0.354948401,0.674537539,0.314486444,0.521392703,0.388871968,0.691697419,0.166544825,0.852665901,0.172664016,0.379129976,0.506578863,0.428869069,0.619091392,0.331967831,0.710847676,0.229014367,0.653357148,0.642155468,0.748192668,0.698909461,0.835225403,0.837621868,-0.329777777,-0.003143413,0.012259646,-0.383796126,-0.083000071,-0.498396397,-0.291428864,-0.073498003,0.073303804,-0.333501488,-0.397298336,-0.098541543,81
Test Data/Dataset82/81/219.jpg,0.460550288,0.56531923,-0.262676731,0.429735829,0.251125008,0.026640909,0.366455376,0.806372027,-0.060349415,0.588656743,0.773907344,0.052852213,0.414222638,0.669470121,-0.117627477,0.530950914,0.598428001,0.025694276,0.417426676,0.453155547,0.416779995,0.431070089,0.463759065,0.404981852,0.501111805,0.516881227,0.461237639,0.622815967,0.364650279,0.626273036,0.27347821,0.325787395,0.38906607,0.498818964,0.24325794,0.616338253,0.121051013,0.580800474,0.685937345,0.696015418,0.720280588,0.813575983,0.915504098,0.909524679,-0.095536903,0.133947,-0.158461228,0.052963883,-0.260397494,-0.025514342,-0.36917147,0.070715457,-0.071034901,-0.046105817,-0.123386301,0.013372957,81
../kotu/Test Data/Dataset82/75\1_1.jpg,0.309812526,0.766631325,-0.032480507,0.393665324,0.698072712,0.290762678,0.650375048,0.700772484,-0.123765285,0.675704281,0.639115453,0.09281117,0.538745344,0.621765951,-0.07173356,0.576445589,0.57066824,0.120291116,0.361370206,0.417750269,0.357637942,0.397153735,0.293584526,0.366091967,0.27821511,0.580234528,0.543200374,0.731351972,0.715397716,0.715526342,0.692527056,0.676275492,0.606268048,0.660880923,0.698492885,0.760115623,0.789457202,0.878897429,0.505517542,0.538193762,0.600219131,0.666223168,0.811609685,0.897900522,0.135107666,0.154901579,0.014682394,0.30283007,-0.038556531,0.332116544,-0.073567383,0.071899764,-0.072374508,0.051632166,-0.157508567,-0.14141278,75
../kotu/Test Data/Dataset82/75\1_110.jpg,0.335113396,0.222601771,-0.276243036,0.339849015,0.23963512,0.151664508,0.511213372,0.693469405,-0.10565821,0.273087968,0.714514693,0.101951045,0.46512724,0.525598029,-0.141166851,0.357537339,0.559933613,0.136701646,0.410549641,0.394114166,0.397790015,0.342208862,0.337943405,0.283224016,0.269606769,0.40073207,0.421424657,0.277765781,0.576167047,0.140766054,0.536048412,0.234617919,0.354278892,0.34681356,0.228209555,0.206327736,0.136416912,0.114664018,0.60393858,0.604423404,0.721583366,0.625557125,0.818022132,0.850427687,0.024748761,0.083071664,-0.160924122,0.189266935,-0.303586662,0.078403123,-0.364218324,0.1290095,-0.129552141,0.093771972,-0.13302429,-0.054398198,75
../kotu/Test Data/Dataset82/75\1_122.jpg,0.317572862,0.204370866,-0.220618447,0.318224033,0.219884406,0.182726646,0.515101482,0.655307651,-0.142189821,0.282640725,0.683912198,0.134184142,0.463885138,0.488228798,-0.153426349,0.358976483,0.529129863,0.165693492,0.40477854,0.37882936,0.386764348,0.319757581,0.319324106,0.256085157,0.246630132,0.407593787,0.431078106,0.290506303,0.573812962,0.149822086,0.54041338,0.204476655,0.324869692,0.311871052,0.203228831,0.188607872,0.131554693,0.112633675,0.569294155,0.566024542,0.693225741,0.5867908,0.789216697,0.81310761,0.04312849,0.129947409,-0.156850606,0.22585763,-0.252525836,0.097846851,-0.252478898,0.132071584,-0.132525817,0.140533432,-0.170902625,-0.123141021,75
../kotu/Test Data/Dataset82/75\1_13.jpg,0.564365804,0.191289177,0.12580795,0.577899655,0.184744467,-0.295456072,0.31734096,0.752907058,0.144819396,0.630837888,0.802661498,-0.129224937,0.404888868,0.556512405,0.159468658,0.551711291,0.612763971,-0.188319564,0.520767391,0.530699134,0.508897543,0.567764938,0.560384274,0.635234892,0.623815596,0.490228623,0.447272539,0.634206116,0.258496523,0.768078923,0.246253818,0.220017582,0.339087754,0.326285511,0.158289611,0.174595416,0.056856036,0.072986603,0.675585687,0.667154074,0.823618472,0.676097631,0.908780336,0.915469468,-0.010883384,-0.048530642,0.230279729,-0.323883414,0.171726733,-0.33667028,-0.024582611,-0.142184809,0.142034605,-0.196959361,0.106091641,0.186331943,75
